년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2008,10,07,70532,61885,52885,9000,17,2008/10/07(19:00)
2008,10,06,70532,61178,52714,8464,16.1,2008/10/06(19:00)
2008,10,05,70532,59989,43884,16105,36.7,2008/10/05(20:00)
2008,10,04,70532,59937,45894,14043,30.6,2008/10/04(20:00)
2008,10,03,70532,59990,47912,12078,25.2,2008/10/03(20:00)
2008,10,02,70532,60759,52025,8734,16.8,2008/10/02(20:00)
2008,10,01,70532,60619,51896,8723,16.8,2008/10/01(20:00)
2008,09,30,70353,60968,51544,9424,18.3,2008/09/30(20:00)
2008,09,29,70353,60674,51196,9478,18.5,2008/09/29(20:00)
2008,09,28,70353,60498,43200,17298,40,2008/09/28(20:00)
2008,09,27,70353,59998,45245,14753,32.6,2008/09/27(12:00)
2008,09,26,70353,62373,50569,11804,23.3,2008/09/26(20:00)
2008,09,25,70353,62196,52810,9386,17.8,2008/09/25(20:00)
2008,09,24,70353,62579,54257,8322,15.3,2008/09/24(15:00)
2008,09,23,70353,62579,55246,7333,13.3,2008/09/23(15:00)
2008,09,22,70353,62601,55430,7171,12.9,2008/09/22(15:00)
2008,09,21,70353,60969,46749,14220,30.4,2008/09/21(20:00)
2008,09,20,70353,61592,50966,10626,20.8,2008/09/20(12:00)
2008,09,18,70353,63772,58510,5262,9,2008/09/18(15:00)
2008,09,17,70353,63025,55875,7150,12.8,2008/09/17(15:00)
2008,09,16,70353,63881,48715,15166,31.1,2008/09/16(20:00)
2008,09,15,70353,65285,40474,24811,61.3,2008/09/15(20:00)
2008,09,14,70353,65285,36649,28636,78.1,2008/09/14(21:00)
2008,09,13,70353,65285,40415,24870,61.5,2008/09/13(20:00)
2008,09,12,70353,66831,53880,12951,24,2008/09/12(12:00)
2008,09,11,70353,66798,56543,10255,18.1,2008/09/11(15:00)
2008,09,10,70353,66651,57585,9066,15.7,2008/09/10(15:00)
2008,09,09,70353,66651,58222,8429,14.5,2008/09/09(15:00)
2008,09,08,70353,66255,58219,8036,13.8,2008/09/08(15:00)
2008,09,07,70353,64329,47856,16473,34.4,2008/09/07(20:00)
2008,09,06,70353,65058,50723,14335,28.3,2008/09/06(15:00)
2008,09,05,70353,67087,55678,11409,20.5,2008/09/05(15:00)
2008,09,04,70353,68237,55735,12502,22.4,2008/09/04(15:00)
2008,09,03,70353,69242,56596,12646,22.3,2008/09/03(15:00)
2008,09,02,70353,69259,54917,14342,26.1,2008/09/02(15:00)
2008,09,01,70353,69487,55319,14168,25.6,2008/09/01(15:00)
2008,08,31,70353,69830,46536,23294,50.1,2008/08/31(21:00)
2008,08,30,70353,70185,50791,19394,38.2,2008/08/30(15:00)
2008,08,29,70353,71055,57413,13642,23.8,2008/08/29(15:00)
2008,08,28,70353,71055,56509,14546,25.7,2008/08/28(17:00)
2008,08,27,70353,71609,55526,16083,29,2008/08/27(15:00)
2008,08,26,70353,71989,55634,16355,29.4,2008/08/26(15:00)
2008,08,25,70353,71946,55985,15961,28.5,2008/08/25(15:00)
2008,08,24,70353,71027,45618,25409,55.7,2008/08/24(21:00)
2008,08,23,70353,71682,48272,23410,48.5,2008/08/23(15:00)
2008,08,22,70353,72081,52535,19546,37.2,2008/08/22(12:00)
2008,08,21,70353,72081,54501,17580,32.3,2008/08/21(12:00)
2008,08,20,70353,71669,55810,15859,28.4,2008/08/20(12:00)
2008,08,19,70353,72090,55990,16100,28.8,2008/08/19(12:00)
2008,08,18,70353,71618,56804,14814,26.1,2008/08/18(12:00)
2008,08,17,70353,70632,45791,24841,54.2,2008/08/17(21:00)
2008,08,16,70353,70443,47768,22675,47.5,2008/08/16(12:00)
2008,08,15,70353,70799,53341,17458,32.7,2008/08/15(12:00)
2008,08,14,70353,71896,61297,10599,17.3,2008/08/14(12:00)
2008,08,13,70353,71663,61271,10392,17,2008/08/13(15:00)
2008,08,12,70353,71055,61263,9792,16,2008/08/12(12:00)
2008,08,11,70353,71155,62511,8644,13.8,2008/08/11(15:00)
2008,08,10,70353,69644,52291,17353,33.2,2008/08/10(21:00)
2008,08,09,70353,70310,55237,15073,27.3,2008/08/09(12:00)
2008,08,08,70353,70799,60439,10360,17.1,2008/08/08(17:00)
2008,08,07,70353,71407,58978,12429,21.1,2008/08/07(17:00)
2008,08,06,70353,71407,58157,13250,22.8,2008/08/06(15:00)
2008,08,05,70353,70927,57858,13069,22.6,2008/08/05(15:00)
2008,08,04,70353,71393,55879,15514,27.8,2008/08/04(15:00)
2008,08,03,70353,70569,46960,23609,50.3,2008/08/03(21:00)
2008,08,02,70353,70819,47745,23074,48.3,2008/08/02(15:00)
2008,08,01,70353,70910,53939,16971,31.5,2008/08/01(15:00)
2008,07,31,70353,71026,55427,15599,28.1,2008/07/31(15:00)
2008,07,30,70353,70789,56464,14325,25.4,2008/07/30(15:00)
2008,07,29,70353,69707,59775,9932,16.6,2008/07/29(15:00)
2008,07,28,70353,69995,58289,11706,20.1,2008/07/28(15:00)
2008,07,27,70353,67247,47876,19371,40.5,2008/07/27(21:00)
2008,07,26,70353,67498,49984,17514,35,2008/07/26(12:00)
2008,07,25,70353,68143,56714,11429,20.2,2008/07/25(12:00)
2008,07,24,70353,67655,58152,9503,16.3,2008/07/24(12:00)
2008,07,23,70353,67705,58277,9428,16.2,2008/07/23(12:00)
2008,07,22,70353,68250,57800,10450,18.1,2008/07/22(17:00)
2008,07,21,70353,69313,57878,11435,19.8,2008/07/21(15:00)
2008,07,20,70353,67482,48457,19025,39.3,2008/07/20(21:00)
2008,07,19,70353,67987,53759,14228,26.5,2008/07/19(12:00)
2008,07,18,70353,68514,61548,6966,11.3,2008/07/18(15:00)
2008,07,17,70353,68605,60563,8042,13.3,2008/07/17(15:00)
2008,07,16,70353,68519,60383,8136,13.5,2008/07/16(12:00)
2008,07,15,70353,68519,62794,5725,9.1,2008/07/15(15:00)
2008,07,14,70353,68379,62466,5913,9.5,2008/07/14(15:00)
2008,07,13,70353,66250,49076,17174,35,2008/07/13(21:00)
2008,07,12,70353,64413,52976,11437,21.6,2008/07/12(12:00)
2008,07,11,70353,68146,61017,7129,11.7,2008/07/11(15:00)
2008,07,10,70353,68146,61343,6803,11.1,2008/07/10(15:00)
2008,07,09,70353,68084,62478,5606,9,2008/07/09(15:00)
2008,07,08,70353,66999,62248,4751,7.6,2008/07/08(15:00)
2008,07,07,70353,67260,60234,7026,11.7,2008/07/07(15:00)
2008,07,06,70353,65764,48583,17181,35.4,2008/07/06(21:00)
2008,07,05,70353,65981,51356,14625,28.5,2008/07/05(12:00)
2008,07,04,70353,65629,57398,8231,14.3,2008/07/04(15:00)
2008,07,03,70353,64887,55081,9806,17.8,2008/07/03(15:00)
2008,07,02,70353,66228,54465,11763,21.6,2008/07/02(15:00)
2008,07,01,70353,66228,54770,11458,20.9,2008/07/01(15:00)
2008,06,30,70353,66014,53872,12142,22.5,2008/06/30(15:00)
2008,06,29,70353,65248,44366,20882,47.1,2008/06/29(21:00)
2008,06,28,70353,66222,49013,17209,35.1,2008/06/28(12:00)
2008,06,27,70353,67065,55504,11561,20.8,2008/06/27(15:00)
2008,06,26,70353,66680,54934,11746,21.4,2008/06/26(15:00)
2008,06,25,70353,66463,54365,12098,22.3,2008/06/25(15:00)
2008,06,24,70353,66113,53570,12543,23.4,2008/06/24(15:00)
2008,06,23,70353,65376,53081,12295,23.2,2008/06/23(15:00)
2008,06,22,70353,65310,44551,20759,46.6,2008/06/22(21:00)
2008,06,21,70353,64885,49383,15502,31.4,2008/06/21(12:00)
2008,06,20,70353,66154,54719,11435,20.9,2008/06/20(15:00)
2008,06,19,70353,64919,52780,12139,23,2008/06/19(17:00)
2008,06,18,70353,65069,52571,12498,23.8,2008/06/18(15:00)
2008,06,17,70353,65828,52241,13587,26,2008/06/17(17:00)
2008,06,16,69825,66350,52061,14289,27.4,2008/06/16(17:00)
2008,06,15,69825,64487,43806,20681,47.2,2008/06/15(21:00)
2008,06,14,69825,63414,48565,14849,30.6,2008/06/14(12:00)
2008,06,13,69825,64275,54109,10166,18.8,2008/06/13(15:00)
2008,06,12,69825,63683,54429,9254,17,2008/06/12(17:00)
2008,06,11,69825,62526,53566,8960,16.7,2008/06/11(14:00)
2008,06,10,69825,62299,53545,8754,16.3,2008/06/10(15:00)
2008,06,09,69825,63034,52099,10935,21,2008/06/09(17:00)
2008,06,08,69825,61159,42900,18259,42.6,2008/06/08(21:00)
2008,06,07,69825,61202,44884,16318,36.4,2008/06/07(21:00)
2008,06,06,69825,62436,46629,15807,33.9,2008/06/06(21:00)
2008,06,05,69825,64571,49944,14627,29.3,2008/06/05(12:00)
2008,06,04,69825,64571,50186,14385,28.7,2008/06/04(17:00)
2008,06,03,69825,64253,51159,13094,25.6,2008/06/03(15:00)
2008,06,02,69825,63718,50590,13128,25.9,2008/06/02(17:00)
2008,06,01,69825,62168,43590,18578,42.6,2008/06/01(21:00)
2008,05,31,68888,61568,46173,15395,33.3,2008/05/31(12:00)
2008,05,30,68888,62543,50815,11728,23.1,2008/05/30(15:00)
2008,05,29,68888,62386,52633,9753,18.5,2008/05/29(15:00)
2008,05,28,68888,62765,51264,11501,22.4,2008/05/28(15:00)
2008,05,27,68888,62784,52362,10422,19.9,2008/05/27(15:00)
2008,05,26,68888,63198,50839,12359,24.3,2008/05/26(17:00)
2008,05,25,68888,62163,43497,18666,42.9,2008/05/25(21:00)
2008,05,24,68888,62834,47098,15736,33.4,2008/05/24(12:00)
2008,05,23,68888,62901,51246,11655,22.7,2008/05/23(15:00)
2008,05,22,68888,62367,50636,11731,23.2,2008/05/22(21:00)
2008,05,21,68888,62342,49755,12587,25.3,2008/05/21(21:00)
2008,05,20,68888,61567,49854,11713,23.5,2008/05/20(21:00)
2008,05,19,68888,60791,49408,11383,23,2008/05/19(21:00)
2008,05,18,68888,60640,43986,16654,37.9,2008/05/18(23:00)
2008,05,17,68888,60978,46686,14292,30.6,2008/05/17(12:00)
2008,05,16,68888,62052,49825,12227,24.5,2008/05/16(21:00)
2008,05,15,68888,61959,50304,11655,23.2,2008/05/15(21:00)
2008,05,14,68888,60917,49830,11087,22.2,2008/05/14(21:00)
2008,05,13,68888,60910,50306,10604,21.1,2008/05/13(20:00)
2008,05,12,68888,61438,45738,15700,34.3,2008/05/12(23:00)
2008,05,11,68888,60122,43239,16883,39,2008/05/11(23:00)
2008,05,10,68888,60990,46252,14738,31.9,2008/05/10(12:00)
2008,05,09,68888,61547,49592,11955,24.1,2008/05/09(20:00)
2008,05,08,68888,61228,49958,11270,22.6,2008/05/08(15:00)
2008,05,07,68888,61496,49733,11763,23.7,2008/05/07(20:00)
2008,05,06,68888,61510,49947,11563,23.2,2008/05/06(21:00)
2008,05,05,68888,61426,44025,17401,39.5,2008/05/05(23:00)
2008,05,04,68888,59718,42349,17369,41,2008/05/04(23:00)
2008,05,03,68888,61069,45088,15981,35.4,2008/05/03(15:00)
2008,05,02,68888,61793,48810,12983,26.6,2008/05/02(20:00)
2008,05,01,68888,61793,45929,15864,34.5,2008/05/01(21:00)
2008,04,30,68888,61800,49554,12246,24.7,2008/04/30(15:00)
2008,04,29,68888,61534,50352,11182,22.2,2008/04/29(20:00)
2008,04,28,68888,61652,50053,11599,23.2,2008/04/28(20:00)
2008,04,27,68888,61065,45436,15629,34.4,2008/04/27(23:00)
2008,04,26,68888,62272,47023,15249,32.4,2008/04/26(24:00)
2008,04,25,68888,62466,50045,12421,24.8,2008/04/25(20:00)
2008,04,24,68888,62822,50448,12374,24.5,2008/04/24(20:00)
2008,04,23,68888,62516,50075,12441,24.8,2008/04/23(11:00)
2008,04,22,68888,61855,50544,11311,22.4,2008/04/22(20:00)
2008,04,21,68888,61855,50125,11730,23.4,2008/04/21(20:00)
2008,04,20,68888,63027,43643,19384,44.4,2008/04/20(23:00)
2008,04,19,68888,61430,45571,15859,34.8,2008/04/19(12:00)
2008,04,18,68888,61570,49927,11643,23.3,2008/04/18(20:00)
2008,04,17,68888,61975,50420,11555,22.9,2008/04/17(20:00)
2008,04,16,68888,61755,49796,11959,24,2008/04/16(20:00)
2008,04,15,68888,61751,50308,11443,22.7,2008/04/15(20:00)
2008,04,14,68888,61952,50560,11392,22.5,2008/04/14(20:00)
2008,04,13,68888,61665,45118,16547,36.7,2008/04/13(23:00)
2008,04,12,68888,60953,46686,14267,30.6,2008/04/12(23:00)
2008,04,11,68888,62240,50197,12043,24,2008/04/11(20:00)
2008,04,10,68888,62174,50647,11527,22.8,2008/04/10(20:00)
2008,04,09,68888,62012,49498,12514,25.3,2008/04/09(23:00)
2008,04,08,68888,62545,50088,12457,24.9,2008/04/08(20:00)
2008,04,07,68888,61881,50947,10934,21.5,2008/04/07(20:00)
2008,04,06,68888,61376,44811,16565,37,2008/04/06(23:00)
2008,04,05,68888,61917,46960,14957,31.9,2008/04/05(23:00)
2008,04,04,68888,63504,51128,12376,24.2,2008/04/04(20:00)
2008,04,03,68888,64086,51957,12129,23.3,2008/04/03(20:00)
2008,04,02,68888,63953,52796,11157,21.1,2008/04/02(11:00)
2008,04,01,68888,64354,52288,12066,23.1,2008/04/01(20:00)
2008,03,31,68818,64412,52885,11527,21.8,2008/03/31(20:00)
2008,03,30,68818,63088,47102,15986,33.9,2008/03/30(23:00)
2008,03,29,68818,63088,49355,13733,27.8,2008/03/29(24:00)
2008,03,28,68818,64436,52319,12117,23.2,2008/03/28(20:00)
2008,03,27,68818,64447,53503,10944,20.5,2008/03/27(20:00)
2008,03,26,68818,63615,52591,11024,21,2008/03/26(20:00)
2008,03,25,68818,62762,53713,9049,16.8,2008/03/25(20:00)
2008,03,24,68818,62640,52477,10163,19.4,2008/03/24(20:00)
2008,03,23,68818,63544,46790,16754,35.8,2008/03/23(23:00)
2008,03,22,68818,62563,47792,14771,30.9,2008/03/22(23:00)
2008,03,21,68818,64319,51247,13072,25.5,2008/03/21(20:00)
2008,03,20,68818,63840,52082,11758,22.6,2008/03/20(20:00)
2008,03,19,68818,63448,51986,11462,22,2008/03/19(20:00)
2008,03,18,68818,63717,52375,11342,21.7,2008/03/18(20:00)
2008,03,17,68818,63619,52728,10891,20.7,2008/03/17(20:00)
2008,03,16,68818,63699,46921,16778,35.8,2008/03/16(23:00)
2008,03,15,68818,62935,48826,14109,28.9,2008/03/15(01:00)
2008,03,14,68818,64021,52608,11413,21.7,2008/03/14(20:00)
2008,03,13,68818,63410,53367,10043,18.8,2008/03/13(20:00)
2008,03,12,68818,64280,52902,11378,21.5,2008/03/12(10:00)
2008,03,11,68818,64657,53493,11164,20.9,2008/03/11(10:00)
2008,03,10,68818,64666,54304,10362,19.1,2008/03/10(11:00)
2008,03,09,68818,64654,48347,16307,33.7,2008/03/09(23:00)
2008,03,08,68818,64490,51355,13135,25.6,2008/03/08(01:00)
2008,03,07,68818,65726,55272,10454,18.9,2008/03/07(11:00)
2008,03,06,68818,66253,56686,9567,16.9,2008/03/06(11:00)
2008,03,05,68818,66001,56405,9596,17,2008/03/05(11:00)
2008,03,04,68818,65771,56791,8980,15.8,2008/03/04(11:00)
2008,03,03,68818,65293,55959,9334,16.7,2008/03/03(11:00)
2008,03,02,68818,65598,49323,16275,33,2008/03/02(24:00)
2008,03,01,68818,64676,51472,13204,25.7,2008/03/01(01:00)
2008,02,29,68275,66294,56460,9834,17.4,2008/02/29(11:00)
2008,02,28,68275,66118,57146,8972,15.7,2008/02/28(11:00)
2008,02,27,68275,65811,58316,7495,12.9,2008/02/27(11:00)
2008,02,26,68275,66092,58583,7509,12.8,2008/02/26(12:00)
2008,02,25,68275,66084,58710,7374,12.6,2008/02/25(12:00)
2008,02,24,68275,66657,51214,15443,30.2,2008/02/24(24:00)
2008,02,23,68275,66389,53860,12529,23.3,2008/02/23(24:00)
2008,02,22,68275,67190,56256,10934,19.4,2008/02/22(11:00)
2008,02,21,68275,67190,57611,9579,16.6,2008/02/21(11:00)
2008,02,20,68275,67684,57809,9875,17.1,2008/02/20(11:00)
2008,02,19,68275,67945,59172,8773,14.8,2008/02/19(11:00)
2008,02,18,68275,67501,59464,8037,13.5,2008/02/18(11:00)
2008,02,17,68275,67460,52431,15029,28.7,2008/02/17(01:00)
2008,02,16,68275,68794,55263,13531,24.5,2008/02/16(01:00)
2008,02,15,68275,67701,59398,8303,14,2008/02/15(11:00)
2008,02,14,68275,67153,59689,7464,12.5,2008/02/14(11:00)
2008,02,13,68275,66308,60742,5566,9.2,2008/02/13(11:00)
2008,02,12,68275,65727,60610,5117,8.4,2008/02/12(11:00)
2008,02,11,68275,64893,58683,6210,10.6,2008/02/11(12:00)
2008,02,10,68275,64803,50693,14110,27.8,2008/02/10(24:00)
2008,02,09,68275,64803,49381,15422,31.2,2008/02/09(23:00)
2008,02,08,68275,65140,46181,18959,41.1,2008/02/08(24:00)
2008,02,07,68275,65140,44834,20306,45.3,2008/02/07(01:00)
2008,02,06,68275,65234,50720,14514,28.6,2008/02/06(01:00)
2008,02,05,68275,64868,57215,7653,13.4,2008/02/05(11:00)
2008,02,04,68275,64432,58788,5644,9.6,2008/02/04(11:00)
2008,02,03,68275,65342,53137,12205,23,2008/02/03(24:00)
2008,02,02,68275,64942,55263,9679,17.5,2008/02/02(24:00)
2008,02,01,68275,65944,59181,6763,11.4,2008/02/01(11:00)
2008,01,31,68268,66668,59887,6781,11.3,2008/01/31(11:00)
2008,01,30,68268,66688,59425,7263,12.2,2008/01/30(12:00)
2008,01,29,68268,66688,59673,7015,11.8,2008/01/29(11:00)
2008,01,28,68268,66688,59758,6930,11.6,2008/01/28(12:00)
2008,01,27,68268,65789,52242,13547,25.9,2008/01/27(01:00)
2008,01,26,68268,65489,55430,10059,18.1,2008/01/26(01:00)
2008,01,25,68268,66548,60502,6046,10,2008/01/25(11:00)
2008,01,24,68268,66664,60256,6408,10.6,2008/01/24(11:00)
2008,01,23,68268,66190,58738,7452,12.7,2008/01/23(19:00)
2008,01,22,68268,66176,59449,6727,11.3,2008/01/22(12:00)
2008,01,21,68268,65308,59762,5546,9.3,2008/01/21(12:00)
2008,01,20,68268,64870,52086,12784,24.5,2008/01/20(01:00)
2008,01,19,68268,65391,55656,9735,17.5,2008/01/19(01:00)
2008,01,18,68268,66204,60497,5707,9.4,2008/01/18(11:00)
2008,01,17,68268,65682,60947,4735,7.8,2008/01/17(12:00)
2008,01,16,68268,65626,59938,5688,9.5,2008/01/16(11:00)
2008,01,15,68268,66176,59445,6731,11.3,2008/01/15(19:00)
2008,01,14,68268,65926,58961,6965,11.8,2008/01/14(19:00)
2008,01,13,68268,66283,51660,14623,28.3,2008/01/13(24:00)
2008,01,12,68268,66283,53238,13045,24.5,2008/01/12(24:00)
2008,01,11,68268,65978,58615,7363,12.6,2008/01/11(12:00)
2008,01,10,68268,66374,57368,9006,15.7,2008/01/10(11:00)
2008,01,09,68268,66131,57507,8624,15,2008/01/09(11:00)
2008,01,08,68268,65926,57520,8406,14.6,2008/01/08(11:00)
2008,01,07,68268,65478,57725,7753,13.4,2008/01/07(12:00)
2008,01,06,68268,65213,50859,14354,28.2,2008/01/06(01:00)
2008,01,05,68268,66011,53553,12458,23.3,2008/01/05(01:00)
2008,01,03,68268,65811,58416,7395,12.7,2008/01/03(11:00)
2008,01,02,68268,65551,57226,8325,14.5,2008/01/02(19:00)
2008,01,01,68268,64958,50746,14212,28,2008/01/01(01:00)
2007,12,31,68268,66544,52130,14414,27.7,2007/12/31(23:00)
2007,12,30,68251,66544,51955,14589,28.1,2007/12/30(23:00)
2007,12,29,68251,65959,52227,13732,26.3,2007/12/29(23:00)
2007,12,28,68251,65434,55008,10426,19,2007/12/28(11:00)
2007,12,27,68251,65510,55390,10120,18.3,2007/12/27(11:00)
2007,12,26,68251,65631,55063,10568,19.2,2007/12/26(11:00)
2007,12,25,68251,65841,51564,14277,27.7,2007/12/25(23:00)
2007,12,24,68251,66106,55712,10394,18.7,2007/12/24(11:00)
2007,12,23,68251,65321,50655,14666,29,2007/12/23(23:00)
2007,12,22,68251,65627,52512,13115,25,2007/12/22(01:00)
2007,12,21,68251,66380,57435,8945,15.6,2007/12/21(18:00)
2007,12,20,68251,65827,57655,8172,14.2,2007/12/20(19:00)
2007,12,19,68251,65756,54261,11495,21.2,2007/12/19(23:00)
2007,12,18,68251,65999,58004,7995,13.8,2007/12/18(18:00)
2007,12,17,68251,65999,58122,7877,13.6,2007/12/17(19:00)
2007,12,16,68251,65189,51085,14104,27.6,2007/12/16(23:00)
2007,12,15,68251,65464,53078,12386,23.3,2007/12/15(23:00)
2007,12,14,68251,65754,57331,8423,14.7,2007/12/14(19:00)
2007,12,13,68251,65169,58007,7162,12.3,2007/12/13(19:00)
2007,12,12,68251,65049,56912,8137,14.3,2007/12/12(18:00)
2007,12,11,68251,65049,56820,8229,14.5,2007/12/11(19:00)
2007,12,10,68251,64355,57998,6357,11,2007/12/10(18:00)
2007,12,09,68251,63844,50577,13267,26.2,2007/12/09(23:00)
2007,12,08,68251,63478,53024,10454,19.7,2007/12/08(00:00)
2007,12,07,68251,64371,57111,7260,12.7,2007/12/07(18:00)
2007,12,06,68251,64313,58111,6202,10.7,2007/12/06(18:00)
2007,12,05,68251,64312,57850,6462,11.2,2007/12/05(18:00)
2007,12,04,68251,63552,58472,5080,8.7,2007/12/04(19:00)
2007,12,03,68251,64130,57308,6822,11.9,2007/12/03(19:00)
2007,12,02,68251,62102,49294,12808,26,2007/12/02(23:00)
2007,12,01,68251,63031,51225,11806,23,2007/12/01(01:00)
2007,11,30,67196,62794,55687,7107,12.8,2007/11/30(19:00)
2007,11,29,67196,62820,55383,7437,13.4,2007/11/29(19:00)
2007,11,28,67196,62608,55304,7304,13.2,2007/11/28(11:00)
2007,11,27,67196,62536,56595,5941,10.5,2007/11/27(19:00)
2007,11,26,67196,62465,55642,6823,12.3,2007/11/26(19:00)
2007,11,25,67196,62675,48314,14361,29.7,2007/11/25(23:00)
2007,11,24,67196,61440,50556,10884,21.5,2007/11/24(23:00)
2007,11,23,67196,62506,55282,7224,13.1,2007/11/23(18:00)
2007,11,22,67196,62267,56751,5516,9.7,2007/11/22(19:00)
2007,11,21,67196,63838,56200,7638,13.6,2007/11/21(19:00)
2007,11,20,67196,63707,57121,6586,11.5,2007/11/20(19:00)
2007,11,19,67196,64146,57109,7037,12.3,2007/11/19(19:00)
2007,11,18,67196,62880,49039,13841,28.2,2007/11/18(00:00)
2007,11,17,67196,62880,49761,13119,26.4,2007/11/17(23:00)
2007,11,16,67196,62479,53659,8820,16.4,2007/11/16(19:00)
2007,11,15,67196,63072,53330,9742,18.3,2007/11/15(19:00)
2007,11,14,67196,62842,52620,10222,19.4,2007/11/14(19:00)
2007,11,13,67196,63499,53429,10070,18.8,2007/11/13(19:00)
2007,11,12,67196,63489,52675,10814,20.5,2007/11/12(19:00)
2007,11,11,67196,62364,45593,16771,36.8,2007/11/11(23:00)
2007,11,10,67196,63207,47364,15843,33.4,2007/11/10(00:00)
2007,11,09,67196,63948,52023,11925,22.9,2007/11/09(19:00)
2007,11,08,67196,62524,52619,9905,18.8,2007/11/08(19:00)
2007,11,07,67196,63172,51526,11646,22.6,2007/11/07(19:00)
2007,11,06,67196,62503,52394,10109,19.3,2007/11/06(19:00)
2007,11,05,67196,63402,52597,10805,20.5,2007/11/05(19:00)
2007,11,04,67196,62153,45334,16819,37.1,2007/11/04(23:00)
2007,11,03,67196,61293,46908,14385,30.7,2007/11/03(23:00)
2007,11,02,67196,60810,51060,9750,19.1,2007/11/02(19:00)
2007,11,01,67196,61721,51877,9844,19,2007/11/01(19:00)
2007,10,31,67196,60987,51051,9936,19.5,2007/10/31(19:00)
2007,10,30,67196,59905,51878,8027,15.5,2007/10/30(19:00)
2007,10,29,67196,59733,51868,7865,15.2,2007/10/29(19:00)
2007,10,28,67196,61044,43781,17263,39.4,2007/10/28(23:00)
2007,10,27,67196,60426,45476,14950,32.9,2007/10/27(23:00)
2007,10,26,67196,60037,50600,9437,18.7,2007/10/26(19:00)
2007,10,25,67196,60744,51527,9217,17.9,2007/10/25(19:00)
2007,10,24,67196,60255,50696,9559,18.9,2007/10/24(19:00)
2007,10,23,67196,60500,51294,9206,17.9,2007/10/23(19:00)
2007,10,22,67196,60500,50931,9569,18.8,2007/10/22(19:00)
2007,10,21,67196,60922,44221,16701,37.8,2007/10/21(23:00)
2007,10,20,67196,59474,46161,13313,28.8,2007/10/20(23:00)
2007,10,19,67196,59641,49968,9673,19.4,2007/10/19(19:00)
2007,10,18,67196,59366,50465,8901,17.6,2007/10/18(19:00)
2007,10,17,67196,59401,49931,9470,19,2007/10/17(19:00)
2007,10,16,67196,59759,50304,9455,18.8,2007/10/16(19:00)
2007,10,15,67196,59892,49677,10215,20.6,2007/10/15(19:00)
2007,10,14,67196,59203,42218,16985,40.2,2007/10/14(23:00)
2007,10,13,67196,58889,43556,15333,35.2,2007/10/13(11:00)
2007,10,12,67196,59806,49564,10242,20.7,2007/10/12(19:00)
2007,10,11,67196,59806,50044,9762,19.5,2007/10/11(19:00)
2007,10,10,67196,60030,49685,10345,20.8,2007/10/10(20:00)
2007,10,09,67196,59640,50030,9610,19.2,2007/10/09(20:00)
2007,10,08,67196,57582,49993,7589,15.2,2007/10/08(19:00)
2007,10,07,67196,58147,43032,15115,35.1,2007/10/07(20:00)
2007,10,06,67196,57675,45538,12137,26.7,2007/10/06(12:00)
2007,10,05,67196,59376,50563,8813,17.4,2007/10/05(20:00)
2007,10,04,67196,59380,51328,8052,15.7,2007/10/04(20:00)
2007,10,03,67196,58355,47283,11072,23.4,2007/10/03(20:00)
2007,10,02,67196,58685,50772,7913,15.6,2007/10/02(19:00)
2007,10,01,67196,58824,50325,8499,16.9,2007/10/01(20:00)
2007,09,30,67196,58775,42970,15805,36.8,2007/09/30(20:00)
2007,09,29,67196,59035,45188,13847,30.6,2007/09/29(12:00)
2007,09,28,67196,59794,48630,11164,23,2007/09/28(20:00)
2007,09,27,67196,59894,47539,12355,26,2007/09/27(20:00)
2007,09,26,67191,61695,37671,24024,63.8,2007/09/26(20:00)
2007,09,25,67196,60509,34024,26485,77.8,2007/09/25(23:00)
2007,09,24,67196,60552,36266,24286,67,2007/09/24(20:00)
2007,09,23,67196,60552,41191,19361,47,2007/09/23(20:00)
2007,09,22,67196,60470,45931,14539,31.7,2007/09/22(11:00)
2007,09,21,67196,61562,54409,7153,13.1,2007/09/21(15:00)
2007,09,20,67196,61505,57220,4285,7.5,2007/09/20(15:00)
2007,09,19,67196,61281,55475,5806,10.5,2007/09/19(15:00)
2007,09,18,67196,61612,52524,9088,17.3,2007/09/18(20:00)
2007,09,17,67196,61140,53153,7987,15,2007/09/17(20:00)
2007,09,16,67196,60116,43409,16707,38.5,2007/09/16(20:00)
2007,09,15,67196,61318,48419,12899,26.6,2007/09/15(12:00)
2007,09,14,67196,61775,52905,8870,16.8,2007/09/14(15:00)
2007,09,13,67196,62801,54424,8377,15.4,2007/09/13(15:00)
2007,09,12,67196,62264,54931,7333,13.3,2007/09/12(15:00)
2007,09,11,67196,61695,54045,7650,14.2,2007/09/11(15:00)
2007,09,10,67196,62677,53671,9006,16.8,2007/09/10(15:00)
2007,09,09,67196,61766,43371,18395,42.4,2007/09/09(20:00)
2007,09,08,67196,61586,47020,14566,31,2007/09/08(12:00)
2007,09,07,67196,63149,51134,12015,23.5,2007/09/07(20:00)
2007,09,06,67196,64144,50204,13940,27.8,2007/09/06(20:00)
2007,09,05,67196,64768,51041,13727,26.9,2007/09/05(15:00)
2007,09,04,67196,64768,51847,12921,24.9,2007/09/04(20:00)
2007,09,03,67196,64369,52027,12342,23.7,2007/09/03(15:00)
2007,09,02,67196,62759,42545,20214,47.5,2007/09/02(21:00)
