년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2025,08,14,155381,102903,84685,18218,21.5,2025/08/14(19:00)
2025,08,13,155381,102301,85279,17022,20,2025/08/13(19:00)
2025,08,12,155367,103327,85223,18104,21.2,2025/08/12(17:00)
2025,08,11,155367,103116,85071,18045,21.2,2025/08/11(15:00)
2025,08,10,155367,101346,73104,28242,38.6,2025/08/10(20:00)
2025,08,09,155367,99757,72350,27407,37.9,2025/08/09(12:00)
2025,08,08,155367,104122,84820,19302,22.8,2025/08/08(17:00)
2025,08,07,155367,103624,87053,16571,19,2025/08/07(19:00)
2025,08,06,155367,105126,87801,17325,19.7,2025/08/06(15:00)
2025,08,05,155308,104583,87891,16692,19,2025/08/05(19:00)
2025,08,04,155308,104736,86074,18662,21.7,2025/08/04(19:00)
2025,08,03,155308,102189,76329,25860,33.9,2025/08/03(19:00)
2025,08,02,155308,102020,80532,21488,26.7,2025/08/02(20:00)
2025,08,01,155308,104651,85678,18973,22.1,2025/08/01(20:00)
2025,07,31,155308,103514,86203,17311,20.1,2025/07/31(20:00)
2025,07,30,155308,104699,87806,16893,19.2,2025/07/30(18:00)
2025,07,29,155279,104001,90991,13010,14.3,2025/07/29(19:00)
2025,07,28,155279,103747,90985,12762,14,2025/07/28(19:00)
2025,07,27,155279,100874,82696,18178,22,2025/07/27(20:00)
2025,07,26,155279,100562,82821,17741,21.4,2025/07/26(20:00)
2025,07,25,155279,105584,90528,15056,16.6,2025/07/25(19:00)
2025,07,24,155279,106120,91379,14741,16.1,2025/07/24(19:00)
2025,07,23,155279,106061,89515,16546,18.5,2025/07/23(19:00)
2025,07,22,155242,105541,88890,16651,18.7,2025/07/22(19:00)
2025,07,21,155242,105513,86584,18929,21.9,2025/07/21(19:00)
2025,07,20,155242,101687,73579,28108,38.2,2025/07/20(20:00)
2025,07,19,155242,102900,70401,32499,46.2,2025/07/19(20:00)
2025,07,18,155242,105301,81588,23713,29.1,2025/07/18(17:00)
2025,07,17,155242,104436,82505,21931,26.6,2025/07/17(15:00)
2025,07,16,155242,104496,82918,21578,26,2025/07/16(11:00)
2025,07,15,155040,105859,78825,27034,34.3,2025/07/15(17:00)
2025,07,14,155040,106990,80116,26874,33.5,2025/07/14(17:00)
2025,07,13,155040,101057,71975,29082,40.4,2025/07/13(20:00)
2025,07,12,155040,100380,77144,23236,30.1,2025/07/12(20:00)
2025,07,11,155040,104489,87206,17283,19.8,2025/07/11(19:00)
2025,07,10,155040,105730,90717,15013,16.5,2025/07/10(19:00)
2025,07,09,155040,105326,92685,12641,13.6,2025/07/09(19:00)
2025,07,08,154955,105151,95675,9476,9.9,2025/07/08(18:00)
2025,07,07,154955,103441,93374,10067,10.8,2025/07/07(19:00)
2025,07,06,154955,96613,78705,17908,22.8,2025/07/06(20:00)
2025,07,05,154955,98867,77901,20966,26.9,2025/07/05(20:00)
2025,07,04,154955,100104,84920,15184,17.9,2025/07/04(17:00)
2025,07,03,154955,101520,89103,12417,13.9,2025/07/03(19:00)
2025,07,02,154955,101929,89069,12860,14.4,2025/07/02(19:00)
2025,07,01,154917,100114,89209,10905,12.2,2025/07/01(19:00)
2025,06,30,154917,99615,85599,13216,15.4,2025/06/30(19:00)
2025,06,29,154917,95631,72284,23347,32.3,2025/06/29(20:00)
2025,06,28,154917,96183,71638,24545,34.3,2025/06/28(20:00)
2025,06,27,154917,99306,76223,23083,30.3,2025/06/27(20:00)
2025,06,26,154917,98690,74223,24467,33,2025/06/26(19:00)
2025,06,25,154917,94869,73192,21677,29.6,2025/06/25(11:00)
2025,06,24,154727,94694,77050,17644,22.9,2025/06/24(15:00)
2025,06,23,154727,94389,77000,17389,22.6,2025/06/23(19:00)
2025,06,22,154727,91369,63748,27621,43.3,2025/06/22(21:00)
2025,06,21,154727,92592,67111,25481,38,2025/06/21(12:00)
2025,06,20,154727,94682,81637,13045,16,2025/06/20(11:00)
2025,06,19,154727,92859,80132,12727,15.9,2025/06/19(20:00)
2025,06,18,154727,92879,76769,15961,20.8,2025/06/18(19:00)
2025,06,17,154689,90185,76928,13257,17.2,2025/06/17(20:00)
2025,06,16,154689,92257,79094,13163,16.6,2025/06/16(11:00)
2025,06,15,154689,89942,68191,21751,31.9,2025/06/15(20:00)
2025,06,14,154689,89859,66062,23797,36,2025/06/14(20:00)
2025,06,13,154689,91996,73842,18154,24.6,2025/06/13(17:00)
2025,06,12,154689,91174,73440,17734,24.1,2025/06/12(18:00)
2025,06,11,154689,89768,70733,19035,26.9,2025/06/11(20:00)
2025,06,10,154673,90138,73235,16903,23.1,2025/06/10(19:00)
2025,06,09,154673,91281,74569,16712,22.4,2025/06/09(19:00)
2025,06,08,154673,87751,63953,23798,37.2,2025/06/08(21:00)
2025,06,07,154673,88659,61690,26969,43.7,2025/06/07(20:00)
2025,06,06,154673,88122,63003,25119,39.9,2025/06/06(20:00)
2025,06,05,154673,89246,68191,21055,30.9,2025/06/05(20:00)
2025,06,04,154673,87517,68127,19390,28.5,2025/06/04(20:00)
2025,06,03,154673,85310,62134,23176,37.3,2025/06/03(21:00)
2025,06,02,154673,85360,69209,16151,23.3,2025/06/02(17:00)
2025,06,01,154673,83305,60283,23022,38.2,2025/06/01(21:00)
2025,05,31,154673,83594,59788,23806,39.8,2025/05/31(21:00)
2025,05,30,154673,84669,67178,17491,26,2025/05/30(20:00)
2025,05,29,154673,85496,69244,16252,23.5,2025/05/29(20:00)
2025,05,28,154673,83734,68575,15159,22.1,2025/05/28(20:00)
2025,05,27,154557,83523,69448,14075,20.3,2025/05/27(20:00)
2025,05,26,154557,82182,68026,14156,20.8,2025/05/26(20:00)
2025,05,25,154557,81611,58337,23274,39.9,2025/05/25(21:00)
2025,05,24,154557,79061,58828,20233,34.4,2025/05/24(20:00)
2025,05,23,154557,83800,67177,16623,24.7,2025/05/23(17:00)
2025,05,22,154557,83491,71622,11869,16.6,2025/05/22(19:00)
2025,05,21,154557,82818,74239,8579,11.6,2025/05/21(17:00)
2025,05,20,154331,83045,72893,10152,13.9,2025/05/20(20:00)
2025,05,19,154331,82563,68353,14210,20.8,2025/05/19(20:00)
2025,05,18,154331,82893,58594,24299,41.5,2025/05/18(21:00)
2025,05,17,154331,82554,61203,21351,34.9,2025/05/17(20:00)
2025,05,16,154331,83521,72857,10664,14.6,2025/05/16(16:00)
2025,05,15,154331,83121,69998,13123,18.7,2025/05/15(10:00)
2025,05,14,154331,84774,68653,16121,23.5,2025/05/14(20:00)
2025,05,13,154303,84832,68714,16118,23.5,2025/05/13(20:00)
2025,05,12,154303,85150,67736,17414,25.7,2025/05/12(20:00)
2025,05,11,154303,84111,58905,25206,42.8,2025/05/11(21:00)
2025,05,10,154303,86600,59775,26825,44.9,2025/05/10(20:00)
2025,05,09,154303,88190,69578,18612,26.7,2025/05/09(11:00)
2025,05,08,154303,89412,66515,22897,34.4,2025/05/08(20:00)
2025,05,07,154303,89291,65492,23799,36.3,2025/05/07(20:00)
2025,05,06,154303,85307,59717,25590,42.9,2025/05/06(21:00)
2025,05,05,154303,84839,57374,27465,47.9,2025/05/05(20:00)
2025,05,04,154303,86483,55754,30729,55.1,2025/05/04(21:00)
2025,05,03,154303,87386,57168,30218,52.9,2025/05/03(21:00)
2025,05,02,154303,87454,61909,25545,41.3,2025/05/02(20:00)
2025,05,01,154303,86138,61111,25027,41,2025/05/01(20:00)
2025,04,30,154303,89492,65333,24159,37,2025/04/30(20:00)
2025,04,29,154297,89337,66232,23105,34.9,2025/04/29(20:00)
2025,04,28,154297,88876,66068,22808,34.5,2025/04/28(20:00)
2025,04,27,154297,86151,57477,28674,49.9,2025/04/27(20:00)
2025,04,26,154297,86674,57963,28711,49.5,2025/04/26(20:00)
2025,04,25,154297,89542,64865,24677,38,2025/04/25(20:00)
2025,04,24,154297,86588,66740,19848,29.7,2025/04/24(20:00)
2025,04,23,154297,85465,67083,18382,27.4,2025/04/23(20:00)
2025,04,22,153995,84839,69713,15126,21.7,2025/04/22(11:00)
2025,04,21,153995,84523,67710,16813,24.8,2025/04/21(20:00)
2025,04,20,153995,80884,58683,22201,37.8,2025/04/20(20:00)
2025,04,19,153995,82393,60286,22107,36.7,2025/04/19(20:00)
2025,04,18,153995,85881,66383,19498,29.4,2025/04/18(20:00)
2025,04,17,153995,84307,67939,16368,24.1,2025/04/17(20:00)
2025,04,16,153995,86187,67535,18652,27.6,2025/04/16(20:00)
2025,04,15,153931,87268,68752,18516,26.9,2025/04/15(20:00)
2025,04,14,153931,86002,71667,14335,20,2025/04/14(17:00)
2025,04,13,153931,86436,59804,26632,44.5,2025/04/13(20:00)
2025,04,12,153931,85568,58924,26644,45.2,2025/04/12(20:00)
2025,04,11,153931,86777,64924,21853,33.7,2025/04/11(20:00)
2025,04,10,153931,89284,67051,22233,33.2,2025/04/10(20:00)
2025,04,09,153931,89312,67503,21809,32.3,2025/04/09(20:00)
2025,04,08,153917,88327,67166,21161,31.5,2025/04/08(20:00)
2025,04,07,153917,89982,67482,22500,33.3,2025/04/07(20:00)
2025,04,06,153917,87708,58920,28788,48.9,2025/04/06(20:00)
2025,04,05,153917,88486,60778,27708,45.6,2025/04/05(20:00)
2025,04,04,153917,91237,66311,24926,37.6,2025/04/04(20:00)
2025,04,03,153917,89503,68704,20799,30.3,2025/04/03(20:00)
2025,04,02,153917,92237,69045,23192,33.6,2025/04/02(20:00)
2025,04,01,153905,90369,69182,21187,30.6,2025/04/01(20:00)
2025,03,31,153905,92271,69168,23103,33.4,2025/03/31(20:00)
2025,03,30,153905,88492,61624,26868,43.6,2025/03/30(20:00)
2025,03,29,153905,89041,62150,26891,43.3,2025/03/29(20:00)
2025,03,28,153905,91977,67840,24137,35.6,2025/03/28(20:00)
2025,03,27,153905,89034,69183,19851,28.7,2025/03/27(10:00)
2025,03,26,153905,89489,67221,22268,33.1,2025/03/26(20:00)
2025,03,25,153876,87894,68612,19282,28.1,2025/03/25(20:00)
2025,03,24,153876,89926,68066,21860,32.1,2025/03/24(20:00)
2025,03,23,153876,83744,59671,24073,40.3,2025/03/23(20:00)
2025,03,22,153876,85142,60131,25011,41.6,2025/03/22(20:00)
2025,03,21,153876,94596,68159,26437,38.8,2025/03/21(20:00)
2025,03,20,153876,96338,71832,24506,34.1,2025/03/20(20:00)
2025,03,19,153876,95753,74254,21499,29,2025/03/19(20:00)
2025,03,18,153738,95156,79892,15264,19.1,2025/03/18(10:00)
2025,03,17,153738,96562,74273,22289,30,2025/03/17(19:00)
2025,03,16,153738,89790,64455,25335,39.3,2025/03/16(20:00)
2025,03,15,153738,89309,61990,27319,44.1,2025/03/15(20:00)
2025,03,14,153738,100418,68297,32121,47,2025/03/14(20:00)
2025,03,13,153738,99378,71956,27422,38.1,2025/03/13(09:00)
2025,03,12,153738,96209,71900,24309,33.8,2025/03/12(10:00)
2025,03,11,153492,97773,71531,26242,36.7,2025/03/11(09:00)
2025,03,10,153492,99765,72266,27499,38.1,2025/03/10(19:00)
2025,03,09,153492,93255,62382,30873,49.5,2025/03/09(20:00)
2025,03,08,153492,93030,63786,29244,45.8,2025/03/08(20:00)
2025,03,07,153492,101100,74255,26845,36.2,2025/03/07(09:00)
2025,03,06,153492,101280,75167,26113,34.7,2025/03/06(09:00)
2025,03,05,153492,100976,80532,20444,25.4,2025/03/05(10:00)
2025,03,04,153477,99269,85127,14142,16.6,2025/03/04(11:00)
2025,03,03,153477,100423,67656,32767,48.4,2025/03/03(19:00)
2025,03,02,153477,99109,61922,37187,60.1,2025/03/02(20:00)
2025,03,01,153477,98746,63248,35498,56.1,2025/03/01(20:00)
2025,02,28,153477,103901,73438,30463,41.5,2025/02/28(10:00)
2025,02,27,153477,104748,75932,28816,37.9,2025/02/27(09:00)
2025,02,26,153477,104884,75917,28967,38.2,2025/02/26(09:00)
2025,02,25,153457,105816,77625,28191,36.3,2025/02/25(09:00)
2025,02,24,153457,105968,78296,27672,35.3,2025/02/24(19:00)
2025,02,23,153457,107540,68283,39257,57.5,2025/02/23(20:00)
2025,02,22,153457,107338,67988,39350,57.9,2025/02/22(20:00)
2025,02,21,153457,108665,80061,28604,35.7,2025/02/21(09:00)
2025,02,20,153457,108414,79895,28519,35.7,2025/02/20(09:00)
2025,02,19,153457,106630,79643,26987,33.9,2025/02/19(09:00)
2025,02,18,153445,107417,79075,28342,35.8,2025/02/18(19:00)
2025,02,17,153445,106688,78114,28574,36.6,2025/02/17(19:00)
2025,02,16,153445,104733,64423,40310,62.6,2025/02/16(20:00)
2025,02,15,153445,102780,66243,36537,55.2,2025/02/15(19:00)
2025,02,14,153445,107488,78786,28702,36.4,2025/02/14(09:00)
2025,02,13,153445,107833,81305,26528,32.6,2025/02/13(09:00)
2025,02,12,153445,104556,89324,15232,17.1,2025/02/12(11:00)
2025,02,11,153417,105441,83362,22079,26.5,2025/02/11(09:00)
2025,02,10,153417,105916,84699,21217,25,2025/02/10(10:00)
2025,02,09,153417,104152,70270,33882,48.2,2025/02/09(20:00)
2025,02,08,153417,103707,73299,30408,41.5,2025/02/08(19:00)
2025,02,07,153417,108809,90638,18171,20,2025/02/07(11:00)
2025,02,06,153417,108500,86315,22185,25.7,2025/02/06(09:00)
2025,02,05,153417,107989,86996,20993,24.1,2025/02/05(10:00)
2025,02,04,153384,109786,86322,23464,27.2,2025/02/04(10:00)
2025,02,03,153384,110327,82182,28145,34.2,2025/02/03(18:00)
2025,02,02,153384,105266,65573,39693,60.5,2025/02/02(19:00)
2025,02,01,153384,103451,66483,36968,55.6,2025/02/01(11:00)
2025,01,31,153384,105657,71507,34150,47.8,2025/01/31(11:00)
2025,01,30,153384,104711,63215,41496,65.6,2025/01/30(20:00)
2025,01,29,153384,102670,59700,42970,72,2025/01/29(24:00)
2025,01,28,153384,104279,61947,42332,68.3,2025/01/28(19:00)
2025,01,27,153384,103187,64099,39088,61,2025/01/27(19:00)
2025,01,26,153384,102942,64019,38923,60.8,2025/01/26(19:00)
2025,01,25,153384,103067,65421,37646,57.5,2025/01/25(19:00)
2025,01,24,153384,107854,79724,28130,35.3,2025/01/24(09:00)
2025,01,23,152840,107695,80756,26939,33.4,2025/01/23(09:00)
2025,01,22,152840,108269,80777,27492,34,2025/01/22(10:00)
2025,01,21,152840,107465,81666,25799,31.6,2025/01/21(10:00)
2025,01,20,152840,107787,82082,25705,31.3,2025/01/20(10:00)
2025,01,19,152840,104655,66566,38089,57.2,2025/01/19(19:00)
2025,01,18,152840,104237,68811,35426,51.5,2025/01/18(19:00)
2025,01,17,152840,106929,82514,24415,29.6,2025/01/17(09:00)
2025,01,16,152840,108154,85908,22246,25.9,2025/01/16(10:00)
2025,01,15,152840,107871,83464,24407,29.2,2025/01/15(09:00)
2025,01,14,152827,107160,83831,23329,27.8,2025/01/14(10:00)
2025,01,13,152827,108556,85286,23270,27.3,2025/01/13(10:00)
2025,01,12,152827,105322,70172,35150,50.1,2025/01/12(19:00)
2025,01,11,152827,104834,72458,32376,44.7,2025/01/11(19:00)
2025,01,10,152827,108201,89452,18749,21,2025/01/10(10:00)
2025,01,09,152827,111539,90705,20834,23,2025/01/09(17:00)
2025,01,08,152827,108355,85705,22650,26.4,2025/01/08(10:00)
2025,01,07,152768,110439,84067,26372,31.4,2025/01/07(10:00)
2025,01,06,152768,109592,83402,26190,31.4,2025/01/06(11:00)
2025,01,05,152768,104753,67984,36769,54.1,2025/01/05(19:00)
2025,01,04,152768,104992,68094,36898,54.2,2025/01/04(19:00)
2025,01,03,152768,109392,80523,28869,35.9,2025/01/03(09:00)
2025,01,02,152768,107644,77832,29812,38.3,2025/01/02(09:00)
2025,01,01,152768,106640,64403,42237,65.6,2025/01/01(19:00)
2024,12,31,153071,107481,74743,32738,43.8,2024/12/31(09:00)
2024,12,30,153071,109425,79015,30410,38.5,2024/12/30(10:00)
2024,12,29,153071,107042,66449,40593,61.1,2024/12/29(19:00)
2024,12,28,153071,103371,68926,34445,50,2024/12/28(19:00)
2024,12,27,153071,109010,81190,27820,34.3,2024/12/27(09:00)
2024,12,26,153071,108778,80251,28527,35.5,2024/12/26(10:00)
2024,12,25,153047,104570,69280,35290,50.9,2024/12/25(19:00)
2024,12,24,153047,105243,82612,22631,27.4,2024/12/24(09:00)
2024,12,23,153047,106073,82905,23168,27.9,2024/12/23(10:00)
2024,12,22,153047,103668,68638,35030,51,2024/12/22(19:00)
2024,12,21,153047,103228,69530,33698,48.5,2024/12/21(18:00)
2024,12,20,153047,108789,82424,26365,32,2024/12/20(10:00)
2024,12,19,153047,106287,83314,22973,27.6,2024/12/19(09:00)
2024,12,18,153047,107106,82457,24649,29.9,2024/12/18(18:00)
2024,12,17,152833,108091,81060,27031,33.3,2024/12/17(09:00)
2024,12,16,152833,106749,81607,25142,30.8,2024/12/16(17:00)
2024,12,15,152833,103405,66671,36734,55.1,2024/12/15(19:00)
2024,12,14,152833,104957,68123,36834,54.1,2024/12/14(19:00)
2024,12,13,152833,106738,81020,25718,31.7,2024/12/13(10:00)
2024,12,12,152833,102817,79296,23521,29.7,2024/12/12(09:00)
2024,12,11,152833,102231,79778,22453,28.1,2024/12/11(10:00)
2024,12,10,152821,101819,78819,23000,29.2,2024/12/10(09:00)
2024,12,09,152821,102572,79009,23563,29.8,2024/12/09(18:00)
2024,12,08,152821,99544,65834,33710,51.2,2024/12/08(19:00)
2024,12,07,152821,97949,65961,31988,48.5,2024/12/07(19:00)
2024,12,06,152821,103473,75454,28019,37.1,2024/12/06(18:00)
2024,12,05,152821,103447,76375,27072,35.4,2024/12/05(09:00)
2024,12,04,152821,104115,76065,28050,36.9,2024/12/04(09:00)
2024,12,03,152821,104117,77669,26448,34.1,2024/12/03(18:00)
2024,12,02,152821,102942,74384,28558,38.4,2024/12/02(18:00)
2024,12,01,152821,98520,62792,35728,56.9,2024/12/01(19:00)
2024,11,30,151707,96624,63782,32842,51.5,2024/11/30(19:00)
2024,11,29,151707,97786,76785,21001,27.4,2024/11/29(17:00)
2024,11,28,151707,97527,77085,20442,26.5,2024/11/28(17:00)
2024,11,27,151707,97490,79064,18426,23.3,2024/11/27(11:00)
2024,11,26,151694,95279,74829,20450,27.3,2024/11/26(18:00)
2024,11,25,151694,94787,71647,23140,32.3,2024/11/25(18:00)
2024,11,24,151694,93637,61350,32287,52.6,2024/11/24(19:00)
2024,11,23,151694,94875,62101,32774,52.8,2024/11/23(19:00)
2024,11,22,151694,98393,70524,27869,39.5,2024/11/22(18:00)
2024,11,21,151694,96478,71709,24769,34.5,2024/11/21(18:00)
2024,11,20,151694,96669,72295,24374,33.7,2024/11/20(17:00)
2024,11,19,151393,97701,72232,25469,35.3,2024/11/19(18:00)
2024,11,18,151393,98362,72217,26145,36.2,2024/11/18(18:00)
2024,11,17,151393,95732,60350,35382,58.6,2024/11/17(19:00)
2024,11,16,151393,94226,60205,34021,56.5,2024/11/16(19:00)
2024,11,15,151393,93740,67652,26088,38.6,2024/11/15(09:00)
2024,11,14,151393,93134,69516,23618,34,2024/11/14(17:00)
2024,11,13,151393,93814,67459,26355,39.1,2024/11/13(18:00)
2024,11,12,151350,88130,67979,20151,29.6,2024/11/12(18:00)
2024,11,11,151350,88155,67759,20396,30.1,2024/11/11(19:00)
2024,11,10,151350,85766,59260,26506,44.7,2024/11/10(19:00)
2024,11,09,151350,88152,59156,28996,49,2024/11/09(19:00)
2024,11,08,151350,92529,67692,24837,36.7,2024/11/08(18:00)
2024,11,07,151350,94440,69485,24955,35.9,2024/11/07(19:00)
2024,11,06,151350,94399,68529,25870,37.8,2024/11/06(19:00)
2024,11,05,151317,94568,68166,26402,38.7,2024/11/05(19:00)
2024,11,04,151317,92403,68524,23879,34.8,2024/11/04(19:00)
2024,11,03,151317,90571,59190,31381,53,2024/11/03(19:00)
2024,11,02,151317,87570,59538,28032,47.1,2024/11/02(19:00)
2024,11,01,151317,87175,68839,18336,26.6,2024/11/01(16:00)
2024,10,31,151317,93150,68949,24201,35.1,2024/10/31(19:00)
2024,10,30,151317,92616,68664,23952,34.9,2024/10/30(19:00)
2024,10,29,151317,91605,69236,22369,32.3,2024/10/29(19:00)
2024,10,28,150122,90947,69316,21631,31.2,2024/10/28(19:00)
2024,10,27,150122,88601,59386,29215,49.2,2024/10/27(19:00)
2024,10,26,150122,88347,59839,28508,47.6,2024/10/26(19:00)
2024,10,25,150122,88681,68375,20306,29.7,2024/10/25(19:00)
2024,10,24,150122,89853,69778,20075,28.8,2024/10/24(19:00)
2024,10,23,150122,90089,69492,20597,29.6,2024/10/23(19:00)
2024,10,22,150122,86681,72124,14557,20.2,2024/10/22(17:00)
2024,10,21,150122,87123,70223,16900,24.1,2024/10/21(19:00)
2024,10,20,150122,87860,59093,28767,48.7,2024/10/20(19:00)
2024,10,19,150122,87723,61197,26526,43.3,2024/10/19(19:00)
2024,10,18,150122,85542,71869,13673,19,2024/10/18(17:00)
2024,10,17,150122,87347,71412,15935,22.3,2024/10/17(19:00)
2024,10,16,150122,86708,70903,15805,22.3,2024/10/16(19:00)
2024,10,15,150118,85391,72272,13119,18.2,2024/10/15(19:00)
2024,10,14,150118,83468,71337,12131,17,2024/10/14(17:00)
2024,10,13,150118,86016,59682,26334,44.1,2024/10/13(19:00)
2024,10,12,150118,84361,60197,24164,40.1,2024/10/12(19:00)
2024,10,11,150118,86591,68580,18011,26.3,2024/10/11(19:00)
2024,10,10,150118,84361,71339,13022,18.3,2024/10/10(19:00)
2024,10,09,149907,84474,65676,18798,28.6,2024/10/09(19:00)
2024,10,08,149907,86086,70133,15953,22.7,2024/10/08(19:00)
2024,10,07,149907,85233,70285,14948,21.3,2024/10/07(19:00)
2024,10,06,149907,83442,60269,23173,38.4,2024/10/06(19:00)
2024,10,05,149907,83760,60131,23629,39.3,2024/10/05(19:00)
2024,10,04,149907,86497,66048,20449,31,2024/10/04(19:00)
2024,10,03,149907,87199,64581,22618,35,2024/10/03(19:00)
2024,10,02,149907,89782,67385,22397,33.2,2024/10/02(19:00)
2024,10,01,149907,89380,66345,23035,34.7,2024/10/01(19:00)
2024,09,30,149907,87702,74029,13673,18.5,2024/09/30(18:00)
2024,09,29,149637,87245,63092,24153,38.3,2024/09/29(19:00)
2024,09,28,149637,86418,64871,21547,33.2,2024/09/28(19:00)
2024,09,27,149637,87947,74594,13353,17.9,2024/09/27(17:00)
2024,09,26,149637,90983,76973,14010,18.2,2024/09/26(17:00)
2024,09,25,149637,90539,75063,15476,20.6,2024/09/25(19:00)
2024,09,24,149625,90426,73547,16879,22.9,2024/09/24(19:00)
2024,09,23,149625,94239,72500,21739,30,2024/09/23(19:00)
2024,09,22,149625,92958,63076,29882,47.4,2024/09/22(20:00)
2024,09,21,149625,91824,67880,23944,35.3,2024/09/21(11:00)
2024,09,20,149625,96825,87933,8892,10.1,2024/09/20(11:00)
2024,09,19,149625,98202,88237,9965,11.3,2024/09/19(17:00)
2024,09,18,149625,92453,74274,18179,24.5,2024/09/18(20:00)
2024,09,17,149625,93119,68290,24829,36.4,2024/09/17(20:00)
2024,09,16,149625,93608,68399,25209,36.9,2024/09/16(20:00)
2024,09,15,149625,92253,72823,19430,26.7,2024/09/15(19:00)
2024,09,14,149625,91963,76464,15499,20.3,2024/09/14(20:00)
2024,09,13,149625,98808,85664,13144,15.3,2024/09/13(19:00)
2024,09,12,149625,101837,89018,12819,14.4,2024/09/12(17:00)
2024,09,11,149625,101806,93246,8560,9.2,2024/09/11(17:00)
2024,09,10,149408,101665,93085,8580,9.2,2024/09/10(18:00)
2024,09,09,149408,98561,90240,8321,9.2,2024/09/09(18:00)
2024,09,08,149408,91271,74309,16962,22.8,2024/09/08(20:00)
2024,09,07,149408,91055,74180,16875,22.7,2024/09/07(20:00)
2024,09,06,149408,100137,84423,15714,18.6,2024/09/06(11:00)
2024,09,05,149408,100875,87371,13504,15.5,2024/09/05(17:00)
2024,09,04,149408,100124,85207,14917,17.5,2024/09/04(18:00)
2024,09,03,149390,100524,84302,16222,19.2,2024/09/03(18:00)
2024,09,02,149390,101382,84912,16470,19.4,2024/09/02(17:00)
2024,09,01,149390,98457,73547,24910,33.9,2024/09/01(20:00)
2024,08,31,149390,97775,76281,21494,28.2,2024/08/31(20:00)
2024,08,30,149390,102071,88156,13915,15.8,2024/08/30(18:00)
2024,08,29,149390,103036,89132,13904,15.6,2024/08/29(18:00)
2024,08,28,149390,102147,87061,15086,17.3,2024/08/28(19:00)
2024,08,27,149185,103460,87744,15716,17.9,2024/08/27(17:00)
2024,08,26,149185,103848,92012,11836,12.9,2024/08/26(17:00)
2024,08,25,149185,98571,78726,19845,25.2,2024/08/25(20:00)
2024,08,24,149185,98116,80368,17748,22.1,2024/08/24(20:00)
2024,08,23,149185,102426,90221,12205,13.5,2024/08/23(17:00)
2024,08,22,149185,104705,93224,11481,12.3,2024/08/22(17:00)
2024,08,21,149185,105236,92623,12613,13.6,2024/08/21(17:00)
2024,08,20,149179,105360,97115,8245,8.5,2024/08/20(17:00)
2024,08,19,149179,104640,95611,9029,9.4,2024/08/19(18:00)
2024,08,18,149179,99544,80336,19208,23.9,2024/08/18(20:00)
2024,08,17,149179,98079,80794,17285,21.4,2024/08/17(20:00)
2024,08,16,149179,101278,90358,10920,12.1,2024/08/16(17:00)
2024,08,15,149179,100113,85140,14973,17.6,2024/08/15(20:00)
2024,08,14,149179,103319,93508,9811,10.5,2024/08/14(17:00)
2024,08,13,149177,104764,94639,10125,10.7,2024/08/13(18:00)
2024,08,12,149177,102844,94489,8355,8.8,2024/08/12(19:00)
2024,08,11,149177,99610,81183,18427,22.7,2024/08/11(20:00)
2024,08,10,149177,99138,81106,18032,22.2,2024/08/10(20:00)
2024,08,09,149177,103571,89962,13609,15.1,2024/08/09(18:00)
2024,08,08,149177,102596,90615,11981,13.2,2024/08/08(18:00)
2024,08,07,149177,102219,92326,9893,10.7,2024/08/07(19:00)
2024,08,06,149151,101916,91799,10117,11,2024/08/06(19:00)
2024,08,05,149151,102310,93841,8469,9,2024/08/05(17:00)
2024,08,04,149151,97228,81926,15302,18.7,2024/08/04(20:00)
2024,08,03,149151,96672,80942,15730,19.4,2024/08/03(20:00)
2024,08,02,149151,99899,85301,14598,17.1,2024/08/02(19:00)
2024,08,01,149151,96211,85215,10996,12.9,2024/08/01(20:00)
2024,07,31,149151,96018,84794,11224,13.2,2024/07/31(19:00)
2024,07,30,148932,96704,84530,12174,14.4,2024/07/30(19:00)
2024,07,29,148932,96042,82616,13426,16.3,2024/07/29(19:00)
2024,07,28,148932,95923,76431,19492,25.5,2024/07/28(20:00)
2024,07,27,148932,94695,77483,17212,22.2,2024/07/27(20:00)
2024,07,26,148932,99785,88660,11125,12.5,2024/07/26(16:00)
2024,07,25,148932,99162,90254,8908,9.9,2024/07/25(17:00)
2024,07,24,148932,100266,87552,12714,14.5,2024/07/24(17:00)
2024,07,23,148917,99079,87645,11434,13,2024/07/23(17:00)
2024,07,22,148917,100373,86921,13452,15.5,2024/07/22(19:00)
2024,07,21,148917,98147,74740,23407,31.3,2024/07/21(20:00)
2024,07,20,148917,98911,74657,24254,32.5,2024/07/20(20:00)
2024,07,19,148917,96173,82174,13999,17,2024/07/19(11:00)
2024,07,18,148917,98615,84567,14048,16.6,2024/07/18(11:00)
2024,07,17,148917,99597,84204,15393,18.3,2024/07/17(17:00)
2024,07,16,148912,98716,83678,15038,18,2024/07/16(15:00)
2024,07,15,148912,100094,82759,17335,20.9,2024/07/15(17:00)
2024,07,14,148912,95453,69336,26117,37.7,2024/07/14(20:00)
2024,07,13,148912,96929,71353,25576,35.8,2024/07/13(20:00)
2024,07,12,148912,97623,78463,19160,24.4,2024/07/12(19:00)
2024,07,11,148912,98172,79983,18189,22.7,2024/07/11(17:00)
